id_ent_fed,ent_fed,anio,subsector,categoria_generador,categoria_residuo,type_residuo,generacion_estimada_ton_anio
20,oaxaca,2018,petrolifero,pequeno generador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.04
20,oaxaca,2018,petrolifero,pequeno generador,lodos contaminados con hidrocarburos,lodos aceitosos,2.04
20,oaxaca,2018,petrolifero,pequeno generador,pilas o baterias con litio o cadmio,pilas niquel-cadmio,0.05
20,oaxaca,2018,petrolifero,pequeno generador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",0.91
20,oaxaca,2019,petrolifero,microgenerador,aceites gastados,hidraulicos,0.0
20,oaxaca,2019,petrolifero,microgenerador,aceites gastados,lubricantes,0.0
20,oaxaca,2019,petrolifero,microgenerador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.005
20,oaxaca,2019,petrolifero,microgenerador,liquidos de proceso,liquidos con residuos de hidrocarburos,0.0
20,oaxaca,2019,petrolifero,microgenerador,lodos,lodos aceitosos,0.115
20,oaxaca,2019,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.165
20,oaxaca,2019,petrolifero,microgenerador,residuos solidos,filtro de aire o de aceite contaminados,0.0
20,oaxaca,2019,petrolifero,microgenerador,residuos solidos,lámpara fluorescentes,0.0
20,oaxaca,2019,petrolifero,microgenerador,solventes,residuos de solventes,0.0
20,oaxaca,2019,petrolifero,pequeno generador,aceites gastados,hidraulicos,55968.0
20,oaxaca,2019,petrolifero,pequeno generador,"baterias, celdas y pilas",pilas o baterias de niquel - cadmio,0.0
20,oaxaca,2019,petrolifero,pequeno generador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.0
20,oaxaca,2019,petrolifero,pequeno generador,lodos,lodos aceitosos,0.0
20,oaxaca,2019,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.15
20,oaxaca,2019,petrolifero,pequeno generador,residuos solidos,filtro de aire o de aceite contaminados,0.0
20,oaxaca,2019,petrolifero,pequeno generador,residuos solidos,lámpara fluorescentes,0.006
20,oaxaca,2020,petrolifero,microgenerador,aceites lubricantes,aceites gastados lubricantes,0.06
20,oaxaca,2020,petrolifero,microgenerador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",36746.0
20,oaxaca,2020,petrolifero,microgenerador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,0.03
20,oaxaca,2020,petrolifero,microgenerador,lodos,lodos aceitosos,126974.0
20,oaxaca,2020,petrolifero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",105948.0
20,oaxaca,2020,petrolifero,pequeno generador,aceites lubricantes,aceites gastados lubricantes,2.2
20,oaxaca,2020,petrolifero,pequeno generador,"baterias, pilas y balastras","baterias, pilas y balastras",0.06
20,oaxaca,2020,petrolifero,pequeno generador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,55.0
20,oaxaca,2020,petrolifero,pequeno generador,lodos,lodos aceitosos,4.33
20,oaxaca,2020,petrolifero,pequeno generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",2.935
20,oaxaca,2021,petrolifero,microgenerador,aceites gastados,lubricantes,0.06
20,oaxaca,2021,petrolifero,microgenerador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.37
20,oaxaca,2021,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1.06
20,oaxaca,2021,petrolifero,microgenerador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.03
20,oaxaca,2021,petrolifero,microgenerador,lodos,lodos aceitosos,1.27
20,oaxaca,2021,petrolifero,pequeno generador,aceites gastados,lubricantes,2.2
20,oaxaca,2021,petrolifero,pequeno generador,"baterias, celdas y pilas","baterias, pilas y balastras",0.06
20,oaxaca,2021,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",2.94
20,oaxaca,2021,petrolifero,pequeno generador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.01
20,oaxaca,2021,petrolifero,pequeno generador,lodos,lodos aceitosos,4.33
20,oaxaca,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.04
20,oaxaca,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.06
20,oaxaca,2022,petrolífero,pequeño generador,lodos,lodos aceitosos,0.49
20,oaxaca,2022,petrolífero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.04
20,oaxaca,2022,petrolero,microgenerador,aceites gastados,lubricantes,0.01
20,oaxaca,2022,petrolero,microgenerador,No especificado,No especificado,0.0
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.0
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.01
20,oaxaca,2022,petrolero,pequeño generador,aceites gastados,lubricantes,1.0
20,oaxaca,2022,petrolero,pequeño generador,agua contaminada,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.45
20,oaxaca,2022,petrolero,pequeño generador,"baterías, celdas y pilas","baterias, pilas y balastras",0.01
20,oaxaca,2022,petrolero,pequeño generador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.06
20,oaxaca,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.8
20,oaxaca,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.45
20,oaxaca,2022,petrolero,pequeño generador,residuos sólidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.05
20,oaxaca,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.08
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.01
20,oaxaca,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.69
20,oaxaca,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
20,oaxaca,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.06
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.12
20,oaxaca,2022,petrolero,pequeño generador,aceites gastados,lubricantes,2.0
20,oaxaca,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",4.0
20,oaxaca,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.15
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
20,oaxaca,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.18
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.2
20,oaxaca,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.05
20,oaxaca,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.11
21,puebla,2017,petroleo y petroquimica,gran generador,lodos,lodos del separador api y carcamos en la refinacion de petroleo y almacenamiento de productos derivadosos,23.0
21,puebla,2017,petrolero,microgenerador,aceites gastados,lubricantes,0.83
21,puebla,2017,petrolero,microgenerador,lodos,lodos procedentes de trampas de grasas e hidrocarburos,0.24
21,puebla,2017,petrolero,microgenerador,lodos aceitosos,"con contaminacion de hidrocarburos, combustibles, aceite",4.31
21,puebla,2017,petrolero,microgenerador,lodos aceitosos,lodos procedentes de trampas de grasas e hidrocarburos,3.79
21,puebla,2017,petrolero,microgenerador,lodos aceitosos,otros lodos,1.08
21,puebla,2017,petrolero,microgenerador,material textil,"telas, felpas, estopas",0.13
21,puebla,2017,petrolero,microgenerador,pinturas y productos relacionados,"residuos de pinturas, pinturas caducadas",0.01
21,puebla,2017,petrolero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",1.21
21,puebla,2017,petrolero,microgenerador,residuos solidos,de mantenimiento automotríz,0.07
21,puebla,2017,petrolero,microgenerador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.5
21,puebla,2017,petrolero,microgenerador,residuos solidos,lampara fluorescentes,0.09
21,puebla,2017,petrolero,microgenerador,residuos solidos,"mangueras, pistolas o filtros para despacho de combustibles, descarga de contaminantes",0.12
21,puebla,2017,petrolero,microgenerador,residuos solidos,no especificado,0.21
21,puebla,2017,petrolero,pequeno generador,aceites gastados,lubricantes,1.86
21,puebla,2017,petrolero,pequeno generador,"baterias, celdas y pilas",pilas alcalinas,0.01
21,puebla,2017,petrolero,pequeno generador,"baterias, celdas y pilas","pilas, baterias, acumuladores, celdas de desecho: niquel-cadmio, plomo, mercurio",0.06
21,puebla,2017,petrolero,pequeno generador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices",0.99
21,puebla,2017,petrolero,pequeno generador,"gasolina, diesel y naftas gastados o sucios provenientes de estaciónes de servicio y talleres automotrices","mezclas de combustibles sucios, mezclas de hidrocarburos, naftas",0.44
21,puebla,2017,petrolero,pequeno generador,liquidos de proceso,"agua contaminada con hidrocarburos, combustibles, aceite o grasa",0.15
21,puebla,2017,petrolero,pequeno generador,lodos,lodos provenientes de tanques de almacenaniento,1.79
21,puebla,2017,petrolero,pequeno generador,lodos aceitosos,"con contaminacion de hidrocarburos, combustibles, aceite",1.56
21,puebla,2017,petrolero,pequeno generador,lodos aceitosos,lodos procedentes de trampas de grasas e hidrocarburos,5.27
21,puebla,2017,petrolero,pequeno generador,lodos aceitosos,otros lodos,2.69
21,puebla,2017,petrolero,pequeno generador,material textil,"telas, felpas, estopas",0.41
21,puebla,2017,petrolero,pequeno generador,pinturas y productos relacionados,"residuos de pinturas, pinturas caducadas",0.13
21,puebla,2017,petrolero,pequeno generador,residuos solidos,balastras,0.0
21,puebla,2017,petrolero,pequeno generador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",4.45
21,puebla,2017,petrolero,pequeno generador,residuos solidos,de mantenimiento automotríz,0.06
21,puebla,2017,petrolero,pequeno generador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1.09
21,puebla,2017,petrolero,pequeno generador,residuos solidos,lampara fluorescentes,0.34
21,puebla,2017,petrolero,pequeno generador,residuos solidos,"mangueras, pistolas o filtros para despacho de combustibles, descarga de contaminantes",0.02
21,puebla,2017,petrolero,pequeno generador,residuos solidos,partes electrónicas y consumibles de impresoras,0.01
21,puebla,2017,petroleo y petroquimica,gran generador,aceites gastados,lubricantes,1.1
21,puebla,2017,petroleo y petroquimica,gran generador,"baterias, celdas y pilas","pilas, baterias, acumuladores, celdas de desecho: niquel-cadmio, plomo, mercurio",1.4
21,puebla,2017,petroleo y petroquimica,gran generador,lodos,lodos provenientes de tanques de almacenaniento,68.0
21,puebla,2017,petroleo y petroquimica,gran generador,pinturas y productos relacionados,"residuos de pinturas, pinturas caducadas",1.0
21,puebla,2017,petroleo y petroquimica,gran generador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.7
21,puebla,2017,petroleo y petroquimica,gran generador,residuos solidos,"estopa, trapo, plasticos, carton, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1.7
21,puebla,2017,petroleo y petroquimica,gran generador,residuos solidos,lampara fluorescentes,0.5
21,puebla,2018,petrolifero,microgenerador,aceites gastados (hidraulicos),aceite gastado hidraulico,0.01
21,puebla,2018,petrolifero,microgenerador,aceites gastados (lubricantes),aceites gastados lubricantes,0.06
21,puebla,2018,petrolifero,microgenerador,botes de presurizados,envases de aerosol,0.05
21,puebla,2018,petrolifero,microgenerador,filtro de aire o aceite contaminados,filtros de aire usados,0.08
21,puebla,2018,petrolifero,microgenerador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,1.1
21,puebla,2018,petrolifero,microgenerador,lodos contaminados con hidrocarburos,lodos con aceite y restos de hidrocarburos,10.71
21,puebla,2018,petrolifero,microgenerador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",6.52
21,puebla,2018,petrolifero,microgenerador,solventes gastados,residuos de solventes,0.0
21,puebla,2018,petrolifero,pequeno generador,aceites gastados (hidraulicos),aceite gastado hidraulico,0.0
21,puebla,2018,petrolifero,pequeno generador,aceites gastados (lubricantes),aceites gastados lubricantes,0.02
21,puebla,2018,petrolifero,pequeno generador,baterias alcalinas,pilas alcalinas,0.0
21,puebla,2018,petrolifero,pequeno generador,filtro de aire o aceite contaminados,filtros de aire usados,0.08
21,puebla,2018,petrolifero,pequeno generador,lamparas fluorescentes y de vapor de mercurio,lamparas fluorescentes y de vapor de mercurio,0.15
21,puebla,2018,petrolifero,pequeno generador,lodos contaminados con hidrocarburo,lodos con aceite y restos de hidrocarburos,32.08
21,puebla,2018,petrolifero,pequeno generador,residuos de pinturas y esmaltes,nata de pintura,0.02
21,puebla,2018,petrolifero,pequeno generador,pilas o baterias con litio o cadmio,pilas niquel-cadmio,0.0
21,puebla,2018,petrolifero,pequeno generador,solidos contaminados con hidrocarburos diversos,"filtros, mangueras, envases, botes, cubetas, contenedores, trapos, guantes, carton, aserrin, material absorbente,estopas y trapos impregnados con combustible, envases vacios impregnados de aceite",3.01
21,puebla,2018,petrolero,microgenerador,aceites gastados,aceites gastados hidraulicos,0.28
21,puebla,2018,petrolero,microgenerador,solidos,solidos de mantenimiento automotriz,0.01
21,puebla,2018,petrolero,microgenerador,solidos,No especificado,0.02
21,puebla,2018,petrolero,microgenerador,sustancias corrosivas,sustancias corrosivas acidos,0.01
21,puebla,2018,petrolero,pequeno generador,aceites gastados,aceites gastados lubricantes,0.3
21,puebla,2018,petrolero,pequeno generador,otros residuos peligrosos,otros residuos peligrosos,0.23
21,puebla,2018,petrolero,pequeno generador,solidos,No especificado,0.51
21,puebla,2018,petrolero,pequeno generador,solidos,solidos tortas de filtrado,0.06
21,puebla,2018,petrolero,gran generador,aceites gastados,aceites gastados lubricantes,3.0
21,puebla,2018,petrolero,gran generador,biologico- infecciosos,biologico- infecciosos objetos punzocortantes / biologico- infecciosos residuos no anatomicos,0.03
21,puebla,2018,petrolero,gran generador,solidos,solidos de mantenimiento automotriz,0.5
21,puebla,2018,petrolero,gran generador,solidos,No especificado,23.5
21,puebla,2018,petrolero,gran generador,solventes,solventes organicos,0.2
21,puebla,2018,petrolero,gran generador,sustancias corrosivas,sustancias corrosivas acidos,0.4
21,puebla,2019,petrolero,microgenerador,aceites gastados,hidraulicos,0.0
21,puebla,2019,petrolero,microgenerador,residuos solidos,de mantenimiento automotríz,0.0
21,puebla,2019,petrolero,microgenerador,residuos solidos,No especificado,0.0
21,puebla,2019,petrolero,microgenerador,aceites gastados,aceites gastados lubricantes,0.001
21,puebla,2019,petrolero,microgenerador,No especificado,otros   (residuos de pigmentos base cromo y base plomo),0.001
21,puebla,2019,petrolero,microgenerador,pinturas y productos relacionados,residuos de pigmentos base cromo y base plomo,0.001
21,puebla,2019,petrolero,microgenerador,pinturas y productos relacionados,felpas impregnadas de pigmentos de cromo y plomo,0.001
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (felpas impregnadas de pigmentos de cromo y plomo),0.001
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (cartuchos internos de filtros impregnados de hollín y aceite lubricante gastado),0.001
21,puebla,2019,petrolero,microgenerador,residuos solidos,solidos con metales pesados,0.008
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (baterias alcalinas usadas),0.002
21,puebla,2019,petrolero,microgenerador,solidos,solidos de mantenimiento automotriz,0.003
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (suelo contaminado con aceite hidráulico),1.0
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (cartuchos internos de filtros impregnados con hollín y aceite lubricante gastado.),0.001
21,puebla,2019,petrolero,microgenerador,solidos,solidos otros (suelo contaminado con aceite lubricante gastado.),5.0
21,puebla,2019,petrolero,microgenerador,sustancias corrosivas,ácidos,0.0
21,puebla,2019,petrolero,pequeno generador,aceites gastados,lubricantes,0.0
21,puebla,2019,petrolero,pequeno generador,No especificado,No especificado,0.0
21,puebla,2019,petrolero,pequeno generador,residuos solidos,tortas de filtrado,0.0
21,puebla,2019,petrolero,pequeno generador,residuos solidos,No especificado,0.0
21,puebla,2019,petrolero,gran generador,aceites gastados,lubricantes,0.0
21,puebla,2019,petrolero,gran generador,biológico-infecciosos,residuos no anatómicos,0.0
21,puebla,2019,petrolero,gran generador,residuos solidos,de mantenimiento automotríz,0.0
21,puebla,2019,petrolero,gran generador,residuos solidos,No especificado,0.0
21,puebla,2019,petrolero,gran generador,solventes,residuos de solventes,0.0
21,puebla,2019,petrolero,gran generador,sustancias corrosivas,ácidos,0.0
21,puebla,2019,petrolifero,microgenerador,aceites gastados,hidraulicos,0.0
21,puebla,2019,petrolifero,microgenerador,aceites gastados,lubricantes,0.0
21,puebla,2019,petrolifero,microgenerador,lodos,lodos aceitosos,1.03
21,puebla,2019,petrolifero,microgenerador,residuos solidos,"botes o recipientes que contuvieron contaminantes diversos, latas de pintura, aerosoles",0.0
21,puebla,2019,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.063
21,puebla,2019,petrolifero,microgenerador,residuos solidos,filtro de aire o de aceite contaminados,0.0
21,puebla,2019,petrolifero,microgenerador,residuos solidos,lámpara fluorescentes,0.0
21,puebla,2019,petrolifero,microgenerador,solventes,residuos de solventes,0.0
21,puebla,2019,petrolifero,pequeno generador,aceites gastados,hidraulicos,0.0
21,puebla,2019,petrolifero,pequeno generador,aceites gastados,lubricantes,0.0
21,puebla,2019,petrolifero,pequeno generador,"baterias, celdas y pilas",pilas alcalinas,0.0
21,puebla,2019,petrolifero,pequeno generador,"baterias, celdas y pilas",pilas o baterias de niquel - cadmio,0.0
21,puebla,2019,petrolifero,pequeno generador,lodos,lodos aceitosos,21031.0
21,puebla,2019,petrolifero,pequeno generador,pinturas y productos relacionados,"residuos de pinturas, pinturas caducadas",0.0
21,puebla,2019,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",12647.0
21,puebla,2019,petrolifero,pequeno generador,residuos solidos,filtro de aire o de aceite contaminados,0.01
21,puebla,2019,petrolifero,pequeno generador,residuos solidos,lámpara fluorescentes,0.018
21,puebla,2020,petrolifero,microgenerador,aceites hidraúlicos,aceites gastados hidráulicos,0.002
21,puebla,2020,petrolifero,microgenerador,aceites lubricantes,aceites gastados lubricantes,30407.0
21,puebla,2020,petrolifero,microgenerador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",0.01
21,puebla,2020,petrolifero,microgenerador,lodos,lodos aceitosos,23967.0
21,puebla,2020,petrolifero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",142123.0
21,puebla,2020,petrolifero,pequeno generador,aceites hidraúlicos,aceites gastados hidráulicos,345.0
21,puebla,2020,petrolifero,pequeno generador,aceites lubricantes,aceites gastados lubricantes,5.6
21,puebla,2020,petrolifero,pequeno generador,líquidos de proceso,aguas aceitosas,68.0
21,puebla,2020,petrolifero,pequeno generador,"baterias, pilas y balastras","baterias, pilas y balastras",68.0
21,puebla,2020,petrolifero,pequeno generador,"gasollina, diésel y naftas gastados","gasollina, diésel y naftas gastados",4.18
21,puebla,2020,petrolifero,pequeno generador,lámparas fluorescentes y de vapor de mercurio,lámparas fluorescentes y de vapor de mercurio,0.013
21,puebla,2020,petrolifero,pequeno generador,lodos,lodos aceitosos,1571152.0
21,puebla,2020,petrolifero,pequeno generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",6.849
21,puebla,2021,petrolifero,microgenerador,aceites gastados,hidraulicos,0.0
21,puebla,2021,petrolifero,microgenerador,aceites gastados,lubricantes,0.3
21,puebla,2021,petrolifero,microgenerador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",0.01
21,puebla,2021,petrolifero,microgenerador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",1.42
21,puebla,2021,petrolifero,microgenerador,lodos,lodos aceitosos,2.4
21,puebla,2021,petrolifero,pequeno generador,aceites gastados,hidraulicos,0.03
21,puebla,2021,petrolifero,pequeno generador,aceites gastados,lubricantes,5.6
21,puebla,2021,petrolifero,pequeno generador,"baterias, celdas y pilas","baterias, pilas y balastras",0.01
21,puebla,2021,petrolifero,pequeno generador,"gasolina, diésel y naftas gastados o sucios provenientes de estaciones de servicio y talleres automotrices","gasolina, diesel y naftas gastados o sucios",4.18
21,puebla,2021,petrolifero,pequeno generador,No especificado,"agua oleosa, agua contaminada",0.01
21,puebla,2021,petrolifero,pequeno generador,residuos solidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",6.85
21,puebla,2021,petrolifero,pequeno generador,residuos solidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.01
21,puebla,2021,petrolifero,pequeno generador,lodos,lodos aceitosos,15.71
21,puebla,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.2
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.2
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.19
21,puebla,2022,petrolífero,pequeño generador,lodos,lodos aceitosos,2.6
21,puebla,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.13
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.04
21,puebla,2022,petrolífero,microgenerador,aceites gastados,lubricantes,0.05
21,puebla,2022,petrolífero,microgenerador,lodos,lodos aceitosos,0.61
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.11
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"lámparas fluorescentes, lámparas de vapor de mercurio",0.0
21,puebla,2022,petrolífero,pequeño generador,aceites gastados,lubricantes,0.15
21,puebla,2022,petrolífero,pequeño generador,lodos,lodos aceitosos,0.2
21,puebla,2022,petrolífero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.17
21,puebla,2022,petrolero,microgenerador,aceites gastados,lubricantes,0.01
21,puebla,2022,petrolero,microgenerador,No especificado,No especificado,0.0
21,puebla,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.0
21,puebla,2022,petrolero,microgenerador,residuos sólidos,No especificado,0.01
21,puebla,2022,petrolífero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
21,puebla,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.1
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.1
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.4
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.11
21,puebla,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.8
21,puebla,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.14
21,puebla,2022,petrolero,pequeño generador,lodos,lodos aceitosos,0.2
21,puebla,2022,petrolero,pequeño generador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.39
21,puebla,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.8
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.25
21,puebla,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.3
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.22
21,puebla,2022,petrolero,pequeño generador,lodos,lodos aceitosos,2.0
21,puebla,2022,petrolero,microgenerador,lodos,lodos aceitosos,0.2
21,puebla,2022,petrolero,microgenerador,residuos sólidos,"estopa, trapo, plásticos, cartón, madera, brochas, papel, cepillo, etc., impregnados con pinturas, grasas, aceites, hidrocarburos",0.02
21,puebla,2022,petrolero,pequeño generador,aceites gastados,lubricantes,0.2
